province,district,village,ccpp_id,population,river_name,hydro_name_ana,hydro_name_l6,hydro_name_l7,adef
MAYNAS,SAN JUAN BAUTISTA,NUEVO HORIZONTE,1601130033,378,Rio Itaya,Cuenca Itaya,Hydro2,Hydro21,6.4563245799999995
MAYNAS,SAN JUAN BAUTISTA,PAUJIL,1601130032,120,Rio Itaya,Cuenca Itaya,Hydro2,Hydro21,6.4563245799999995
MAYNAS,SAN JUAN BAUTISTA,EL DORADO,1601130028,256,Rio Itaya,Cuenca Itaya,Hydro2,Hydro21,7.97171525
MAYNAS,SAN JUAN BAUTISTA,VILLA BUEN PASTOR,1601130036,206,Rio Itaya,Cuenca Itaya,Hydro2,Hydro21,7.15450912
MAYNAS,SAN JUAN BAUTISTA,NUEVO MILAGRO,1601130034,165,Rio Itaya,Cuenca Itaya,Hydro2,Hydro21,7.15450912
MAYNAS,SAN JUAN BAUTISTA,MORALILLO,1601130025,585,Rio Itaya,Cuenca Itaya,Hydro2,Hydro21,6.06726361
MAYNAS,SAN JUAN BAUTISTA,VARILLAL,1601130024,818,Rio Itaya,Cuenca Itaya,Hydro2,Hydro21,4.7642278000000005
MAYNAS,SAN JUAN BAUTISTA,25 DE ENERO,1601130016,365,Rio Itaya,Cuenca Itaya,Hydro2,Hydro21,4.02597658
MAYNAS,SAN JUAN BAUTISTA,SAN JOSE,1601130026,99,Rio Itaya,Cuenca Itaya,Hydro2,Hydro21,7.15450912
MAYNAS,SAN JUAN BAUTISTA,BELEN DE JUDA,1601130013,83,Rio Itaya,Cuenca Itaya,Hydro2,Hydro21,7.94982235
MAYNAS,SAN JUAN BAUTISTA,24 DE JUNIO,1601130029,31,Rio Itaya,Cuenca Itaya,Hydro2,Hydro21,7.77043648
MAYNAS,SAN JUAN BAUTISTA,PAUJIL III ZONA,1601130030,102,Rio Itaya,Cuenca Itaya,Hydro2,Hydro21,6.36703274
MAYNAS,SAN JUAN BAUTISTA,24 DE OCTUBRE,1601130075,47,Rio Itaya,Cuenca Itaya,Hydro2,Hydro27,4.66093984
MAYNAS,SAN JUAN BAUTISTA,BUENA ESPERANZA,1601130063,45,Rio Itaya,Cuenca Itaya,Hydro2,Hydro21,5.09673413
MAYNAS,SAN JUAN BAUTISTA,SAN PEDRO,1601130014,33,Rio Itaya,Cuenca Itaya,Hydro2,Hydro21,7.85331707
MAYNAS,SAN JUAN BAUTISTA,NUEVA SANTA ELOISA,1601130042,98,Rio Itaya,Cuenca Itaya,Hydro2,Hydro27,4.54896385
MAYNAS,SAN JUAN BAUTISTA,CREACION 2000,1601130077,73,Rio Itaya,Cuenca Itaya,Hydro2,Hydro27,4.42260018
MAYNAS,SAN JUAN BAUTISTA,SAN PEDRO DE PINTUYACO,1601130040,51,Rio Itaya,Cuenca Itaya,Hydro2,Hydro27,4.64295749
MAYNAS,SAN JUAN BAUTISTA,LOS DELFINES,1601130069,2361,Rio Itaya,Cuenca Itaya,Hydro2,Hydro21,4.27557158
MAYNAS,SAN JUAN BAUTISTA,3 DE OCTUBRE,1601130012,124,Rio Itaya,Cuenca Itaya,Hydro2,Hydro21,7.44340354
MAYNAS,SAN JUAN BAUTISTA,5 DEJUNIO,1601130020,55,Rio Itaya,Cuenca Itaya,Hydro2,Hydro21,6.36703274
MAYNAS,SAN JUAN BAUTISTA,CAHUIDE,1601130056,604,Rio Itaya,Cuenca Itaya,Hydro2,Hydro27,6.15201917
MAYNAS,SAN JUAN BAUTISTA,NUEVO SAN JUAN,1601130086,192,Rio Itaya,Cuenca Itaya,Hydro2,Hydro27,5.79132533
MAYNAS,SAN JUAN BAUTISTA,BARADERO DE HOMAGUAS,1601130048,57,Rio Itaya,Cuenca Itaya,Hydro2,Hydro27,4.44966898
MAYNAS,SAN JUAN BAUTISTA,NUEVO PROGRESO,1601130051,29,Rio Itaya,Cuenca Itaya,Hydro2,Hydro27,3.89697317
LORETO,"NAUTA",1_ DE FEBRERO,1603010099,213,Rio Itaya,Cuenca Itaya,Hydro2,Hydro27,4.21623738
MAYNAS,FERNANDO LORES,SE_OR DE LOS MILAGROS,1601030060,90,Rio Itaya,Cuenca Itaya,Hydro2,Hydro27,4.01364855
MAYNAS,SAN JUAN BAUTISTA,TRIUNFO,1601130046,336,Rio Itaya,Cuenca Itaya,Hydro2,Hydro27,4.87850095
MAYNAS,SAN JUAN BAUTISTA,SAN LUCAS,1601130045,501,Rio Itaya,Cuenca Itaya,Hydro2,Hydro27,4.94189336
MAYNAS,SAN JUAN BAUTISTA,NUEVO TRIUNFO,1601130078,58,Rio Itaya,Cuenca Itaya,Hydro2,Hydro27,5.3186803000000005
MAYNAS,SAN JUAN BAUTISTA,HUAMBE,1601130079,141,Rio Itaya,Cuenca Itaya,Hydro2,Hydro27,6.37283942
MAYNAS,SAN JUAN BAUTISTA,HABANA,1601130049,62,Rio Itaya,Cuenca Itaya,Hydro2,Hydro27,6.06176692
MAYNAS,SAN JUAN BAUTISTA,NUEVA VIDA,1601130047,96,Rio Itaya,Cuenca Itaya,Hydro2,Hydro27,4.39322582
MAYNAS,SAN JUAN BAUTISTA,NUEVO SAN MARTIN,1601130052,64,Rio Itaya,Cuenca Itaya,Hydro2,Hydro27,4.1426017
MAYNAS,SAN JUAN BAUTISTA,UNION,1601130043,68,Rio Itaya,Cuenca Itaya,Hydro2,Hydro27,5.3186803000000005
MAYNAS,SAN JUAN BAUTISTA,AGUAS BLANCAS,1601130081,63,Rio Itaya,Cuenca Itaya,Hydro2,Hydro27,4.55093355
PUTUMAYO,TENIENTE MANUEL CLAVERO,NUEVO BELEN,1601140020,84,Rio Yubineto,Cuenca Putumayo,Hydro12,Hydro72,1.01808564
MAYNAS,TORRES CAUSANA,PUERTO ESTRELLA,1601100026,18,Rio Lagartococha,Cuenca Napo,Hydro4,Hydro72,0.45638048
ALTO AMAZONAS,YURIMAGUAS,NUEVO CAJAMARCA,1602010063,161,Qda Yanayacu,Cuenca Paranapura,Hydro10,Hydro63,11.41627896
ALTO AMAZONAS,YURIMAGUAS,SAN ROQUE,1602010080,135,Qda Yanayacu,Cuenca Paranapura,Hydro10,Hydro63,14.5834728
ALTO AMAZONAS,YURIMAGUAS,VILLA HERMOSA,1602010104,87,Qda Yanayacu,Cuenca Paranapura,Hydro10,Hydro63,8.702027750000001
ALTO AMAZONAS,YURIMAGUAS,NUEVA ALIANZA,1602010110,51,Qda Yanayacu,Cuenca Paranapura,Hydro10,Hydro63,9.48645323
ALTO AMAZONAS,YURIMAGUAS,NUEVO PIJUAYAL,1602010112,81,Qda Yanayacu,Cuenca Paranapura,Hydro10,Hydro63,9.48645323
ALTO AMAZONAS,YURIMAGUAS,JEBERILLOS,1602010009,255,Rio Zapote,Intercuenca Bajo Huallga,Hydro10,Hydro53,11.79958294
ALTO AMAZONAS,YURIMAGUAS,SAN JUAN DE ZAPOTE,1602010017,215,Rio Zapote,Intercuenca Bajo Huallga,Hydro10,Hydro53,14.776864790000001
ALTO AMAZONAS,YURIMAGUAS,AGUAS BLANCAS,1602010139,30,Rio Zapote,Intercuenca Bajo Huallga,Hydro10,Hydro53,14.16313385
DATEM DEL MARA_ON,ANDOAS,PURANCHIN,1607060012,249,Qda Shuruntsa (Sinchiyacu),Cuenca Pastaza,Hydro11,Hydro69,0.0308982
DATEM DEL MARA_ON,ANDOAS,WAYUSENTZA,1607060011,116,Qda Shuruntsa (Sinchiyacu),Cuenca Pastaza,Hydro11,Hydro69,0.0213392
DATEM DEL MARA_ON,ANDOAS,SANCHIK,1607060016,173,Qda Shuruntsa (Sinchiyacu),Cuenca Pastaza,Hydro11,Hydro69,0.12035147
DATEM DEL MARA_ON,ANDOAS,WAMPINTZA,1607060027,167,Qda Shuruntsa (Sinchiyacu),Cuenca Pastaza,Hydro11,Hydro69,0.40511055
DATEM DEL MARA_ON,ANDOAS,WAKNIR,1607060039,85,Qda Shuruntsa (Sinchiyacu),Cuenca Pastaza,Hydro11,Hydro69,0.56455726
DATEM DEL MARA_ON,ANDOAS,ALIANZA CRISTIANA,1607060001,471,Rio Huasaga,Cuenca Pastaza,Hydro11,Hydro69,3.4871862
DATEM DEL MARA_ON,ANDOAS,TSUATENTZA,1607060032,85,Rio Huasaga,Cuenca Pastaza,Hydro11,Hydro69,2.08171428
DATEM DEL MARA_ON,ANDOAS,KUNAMENTZA,1607060034,47,Rio Huasaga,Cuenca Pastaza,Hydro11,Hydro69,2.32103791
DATEM DEL MARA_ON,ANDOAS,UNION ANTONIETA,1607060060,62,Rio Huasaga,Cuenca Pastaza,Hydro11,Hydro69,2.12034089
DATEM DEL MARA_ON,ANDOAS,COCHAPURAHUA,1607060053,150,Rio Huasaga,Cuenca Pastaza,Hydro11,Hydro69,1.40510132
DATEM DEL MARA_ON,ANDOAS,TSEKUNTSA,1607060023,181,Rio Huasaga,Cuenca Pastaza,Hydro11,Hydro69,2.38543141
DATEM DEL MARA_ON,ANDOAS,PUERTO FRANCO,1607060043,42,Rio Huasaga,Cuenca Pastaza,Hydro11,Hydro69,2.3079088
DATEM DEL MARA_ON,ANDOAS,YAMPIK,1607060077,48,Rio Huasaga,Cuenca Pastaza,Hydro11,Hydro69,0.013125890000000001
DATEM DEL MARA_ON,ANDOAS,KUYUNTZA,1607060055,313,Rio Manchari,Cuenca Pastaza,Hydro11,Hydro60,0.3585976
DATEM DEL MARA_ON,ANDOAS,SAN JUAN DE MANCHARI,1607060057,242,Rio Manchari,Cuenca Pastaza,Hydro11,Hydro60,1.68977676
DATEM DEL MARA_ON,ANDOAS,SIWINT,1607060050,332,Qda Sihuin,Cuenca Pastaza,Hydro11,Hydro68,1.85801948
DATEM DEL MARA_ON,ANDOAS,CHAMBIRA,1607060069,129,Rio Huitoyacu,Cuenca Pastaza,Hydro11,Hydro60,0.48617102
DATEM DEL MARA_ON,ANDOAS,HORTENCIA COCHA,1607060074,109,Rio Huitoyacu,Cuenca Pastaza,Hydro11,Hydro60,1.29465356
DATEM DEL MARA_ON,ANDOAS,LIMON COCHA,1607060068,107,Rio Huitoyacu,Cuenca Pastaza,Hydro11,Hydro60,0.57319465
DATEM DEL MARA_ON,ANDOAS,WASUM,1607060013,55,Rio Huitoyacu,Cuenca Pastaza,Hydro11,Hydro60,0.46017237
DATEM DEL MARA_ON,ANDOAS,ANDOAS VIEJO,1607060071,323,Rio Pastaza,Cuenca Pastaza,Hydro11,Hydro68,2.45620029
MAYNAS,FERNANDO LORES,ESPERANZA,1601030095,413,Rio Tahuayo,Cuenca Tahuayo,Hydro2,Hydro25,5.25482265
MAYNAS,FERNANDO LORES,TAPIRA GRANDE,1601030086,28,Rio Tahuayo,Intercuenca 49799,Hydro2,Hydro21,6.14598831
MAYNAS,FERNANDO LORES,EL CHARO,1601030111,50,Rio Tahuayo,Cuenca Tahuayo,Hydro2,Hydro25,3.83004399
MAYNAS,FERNANDO LORES,CANAAN,1601030089,100,Rio Tahuayo,Cuenca Tahuayo,Hydro2,Hydro25,5.27274288
MAYNAS,FERNANDO LORES,NUEVA ESPERANZA,1601030097,49,Rio Tahuayo,Cuenca Tahuayo,Hydro2,Hydro25,5.50008516
MAYNAS,FERNANDO LORES,SAN CARLOS,1601030102,54,Rio Tahuayo,Cuenca Tahuayo,Hydro2,Hydro25,5.29729083
MAYNAS,FERNANDO LORES,SAN JUAN DE CUNSHICO COCH,1601030109,44,Rio Tahuayo,Cuenca Tahuayo,Hydro2,Hydro25,2.08418498
MAYNAS,FERNANDO LORES,CHAVIN,1601030074,62,Rio Tahuayo,Cuenca Tahuayo,Hydro2,Hydro21,5.00071717
MAYNAS,FERNANDO LORES,NUEVO SAN MARTIN,1601030054,125,Rio Tahuayo,Cuenca Tahuayo,Hydro2,Hydro21,5.34465951
MAYNAS,FERNANDO LORES,PACHACUTEC,1601030049,43,Rio Tahuayo,Cuenca Tahuayo,Hydro2,Hydro21,4.82617189
MAYNAS,FERNANDO LORES,PUERTO ROSARIO,1601030101,106,Rio Tamshiyacu,Intercuenca 49797,Hydro2,Hydro21,5.57384667
MAYNAS,FERNANDO LORES,MAGDALENA,1601030041,94,Rio Tamshiyacu,Intercuenca 49797,Hydro2,Hydro21,4.58952942
MAYNAS,PUNCHANA,SAN LUIS DE VISTA ALEGRE,1601080012,218,Rio Momon,Cuenca Nanay,Hydro2,Hydro20,3.86014808
MAYNAS,PUNCHANA,UNION FAMILIAR,1601080014,54,Rio Momon,Cuenca Nanay,Hydro2,Hydro20,3.8731809
MAYNAS,PUNCHANA,SAN JUAN DE POLIS,1601080023,216,Rio Momon,Cuenca Nanay,Hydro2,Hydro20,4.21171538
MAYNAS,PUNCHANA,8 DE SETIEMBRE,1601080024,62,Rio Momon,Cuenca Nanay,Hydro2,Hydro20,5.00174767
MAYNAS,PUNCHANA,NUEVO PARAISO,1601080030,57,Rio Momon,Cuenca Nanay,Hydro2,Hydro20,4.20428765
MAYNAS,PUNCHANA,FLOR DE AGOSTO,1601080040,41,Rio Momon,Cuenca Nanay,Hydro2,Hydro20,6.0165968
MAYNAS,PUNCHANA,NUEVO SAN ANTONIO,1601080043,61,Rio Momon,Cuenca Nanay,Hydro2,Hydro20,6.33737525
MAYNAS,PUNCHANA,PROGRESO II ZONA,1601080045,38,Rio Momon,Cuenca Nanay,Hydro2,Hydro20,6.93673004
MAYNAS,PUNCHANA,FRAY MARTIN,1601080051,53,Rio Momon,Cuenca Nanay,Hydro2,Hydro20,6.18329126
MAYNAS,PUNCHANA,MOMONCILLO,1601080049,140,Rio Momon,Cuenca Nanay,Hydro2,Hydro20,7.79185649
MAYNAS,PUNCHANA,SANTA ROSA,1601080048,57,Rio Momon,Cuenca Nanay,Hydro2,Hydro20,7.328683020000001
MAYNAS,PUNCHANA,ROCA FUERTE,1601080033,49,Rio Momon,Cuenca Nanay,Hydro2,Hydro20,6.04054436
MAYNAS,PUNCHANA,HIPOLITO UNANUE,1601080027,60,Rio Momon,Cuenca Nanay,Hydro2,Hydro20,5.90296056
MAYNAS,PUNCHANA,ALFONSO UGARTE I ZONA,1601080009,25,Rio Momon,Cuenca Nanay,Hydro2,Hydro20,3.91990681
MAYNAS,PUNCHANA,PUERTO ALICIA,1601080011,89,Rio Momon,Cuenca Nanay,Hydro2,Hydro20,3.82944704
MAYNAS,PUNCHANA,PUNTO ALEGRE,1601080008,301,Rio Momon,Cuenca Nanay,Hydro2,Hydro20,4.557979
MAYNAS,PUNCHANA,AGRARIO DE SHIMBILLO,1601080007,33,Rio Momon,Cuenca Nanay,Hydro2,Hydro20,4.10722479
MAYNAS,PUNCHANA,SANTO TOMAS,1601080055,300,Rio Nanay,Cuenca Nanay,Hydro2,Hydro20,6.9296799700000005
MAYNAS,PUNCHANA,CENTRO ARENAL,1601080029,254,Rio Nanay,Cuenca Nanay,Hydro2,Hydro20,9.71143683
MAYNAS,PUNCHANA,INDEPENDENCIA,1601080037,114,Rio Nanay,Cuenca Nanay,Hydro2,Hydro20,11.05292806
MAYNAS,PUNCHANA,SANTA CLOTILDE,1601080046,239,Rio Nanay,Cuenca Nanay,Hydro2,Hydro20,9.68869132
MAYNAS,PUNCHANA,SAN ANTONIO,1601080060,72,Rio Nanay,Cuenca Nanay,Hydro2,Hydro20,10.9064314
MAYNAS,PUNCHANA,PICURO YACU,1601080034,354,Rio Nanay,Cuenca Nanay,Hydro2,Hydro20,9.71143683
REQUENA,MAQUIA,OBRERO,1605050015,273,Rio Canal Puinahua,Intercuenca 49913,Hydro8,Hydro39,7.5684840200000005
REQUENA,MAQUIA,SANTA ELENA,1605050016,58,Rio Canal Puinahua,Intercuenca 49913,Hydro8,Hydro39,7.51716977
MAYNAS,ALTO NANAY,PISCO,1601020050,44,Rio Nanay,Cuenca Nanay,Hydro2,Hydro20,2.87619557
MAYNAS,ALTO NANAY,NUEVO LORETO,1601020051,38,Rio Nanay,Cuenca Nanay,Hydro2,Hydro20,2.75580412
MAYNAS,ALTO NANAY,SALVADOR,1601020042,57,Rio Nanay,Cuenca Nanay,Hydro2,Hydro20,0.22602362
ALTO AMAZONAS,LAGUNAS,ALIANZA DEL HUACAMAYO,1602060004,56,Rio Arica,Intercuenca Medio Bajo Marañón,Hydro6,Hydro51,1.9353268099999998
LORETO,TIGRE,LAMAS TIPISHCA,1603030009,17,Rio Tigre,Cuenca Tigre,Hydro7,Hydro78,2.48352308
LORETO,TIGRE,SAN JUAN DE BARTRA,1603030006,118,Rio Tigre,Cuenca Tigre,Hydro7,Hydro78,2.95828909
MARISCAL RAMON CASTILLA,RAMON CASTILLA,"NAZARETH",1604010081,99,Qda Shapaja,Cuenca Yavari,Hydro1,Hydro3,5.88501725
MARISCAL RAMON CASTILLA,YAVARI,ISLANDIA,1604030001,2310,Rio Yavari,Cuenca Yavari,Hydro1,Hydro74,2.09033448
MARISCAL RAMON CASTILLA,YAVARI,JAPON,1604030002,56,Rio Yavari,Cuenca Yavari,Hydro1,Hydro3,5.16341788
MARISCAL RAMON CASTILLA,YAVARI,NUEVO REMANSO,1604030009,52,Rio Yavari,Cuenca Yavari,Hydro1,Hydro3,5.98197545
MARISCAL RAMON CASTILLA,YAVARI,PUERTO LIBANO,1604030004,10,Rio Yavari,Cuenca Yavari,Hydro1,Hydro3,5.36864268
REQUENA,REQUENA,ARICA VIEJO,1605010017,280,Rio Ucayali,Intercuenca 49913,Hydro8,Hydro33,1.86978745
REQUENA,REQUENA,CAROCURAHUAITE,1605010018,173,Rio Ucayali,Intercuenca 49913,Hydro8,Hydro33,1.53881516
REQUENA,REQUENA,MAGDALENA,1605010014,35,Rio Ucayali,Intercuenca 49913,Hydro8,Hydro33,3.2124351
REQUENA,REQUENA,LUCIANA,1605010007,55,Rio Ucayali,Intercuenca 49911,Hydro5,Hydro28,5.29298856
REQUENA,REQUENA,PUERTO RICO,1605010011,67,Rio Ucayali,Intercuenca 49913,Hydro8,Hydro33,6.00990485
REQUENA,REQUENA,NUEVO CARAHUAYTILLO,1605010012,79,Rio Ucayali,Intercuenca 49913,Hydro8,Hydro33,4.94750947
REQUENA,REQUENA,BELEN DE URCO,1605010034,141,Qda Forastero,Cuenca Tapiche,Hydro9,Hydro34,3.37481219
REQUENA,TAPICHE,PUERTO ANGEL,1605090006,137,Rio Tapiche,Cuenca Tapiche,Hydro9,Hydro44,1.73529119
REQUENA,TAPICHE,SAN PEDRO,1605090005,211,Rio Tapiche,Cuenca Tapiche,Hydro9,Hydro44,0.63561916
REQUENA,JENARO HERRERA,11 DE AGOSTO,1605100010,67,Rio Ucayali,Intercuenca 49911,Hydro5,Hydro28,5.88260905
REQUENA,JENARO HERRERA,YANALLPA,1605100009,292,Rio Ucayali,Intercuenca 49911,Hydro5,Hydro28,2.44089356
REQUENA,JENARO HERRERA,JENARO HERRERA,1605100001,3450,Rio Ucayali,Intercuenca 49911,Hydro5,Hydro28,4.41293685
DATEM DEL MARA_ON,CAHUAPANAS,SACHAVACA,1607020029,244,Rio Sillay (Qda Sillay),Cuenca Carhuapanas,Hydro13,Hydro57,8.48268205
DATEM DEL MARA_ON,CAHUAPANAS,SAN MIGUEL,1607020030,155,Rio Sillay (Qda Sillay),Cuenca Carhuapanas,Hydro13,Hydro57,9.42559625
DATEM DEL MARA_ON,CAHUAPANAS,CENTRO AMERICA,1607020024,121,Rio Sillay (Qda Sillay),Cuenca Carhuapanas,Hydro13,Hydro57,7.39183655
DATEM DEL MARA_ON,CAHUAPANAS,CHACATAN,1607020022,250,Rio Sillay (Qda Sillay),Cuenca Carhuapanas,Hydro13,Hydro57,7.19055105
DATEM DEL MARA_ON,CAHUAPANAS,PANDORA,1607020017,138,Rio Sillay (Qda Sillay),Cuenca Carhuapanas,Hydro13,Hydro57,4.48933479
DATEM DEL MARA_ON,CAHUAPANAS,SAN PEDRO DE YANAYAQUILLO,1607020018,157,Rio Sillay (Qda Sillay),Cuenca Carhuapanas,Hydro13,Hydro57,5.45552359
DATEM DEL MARA_ON,CAHUAPANAS,SAN ISIDRO,1607020026,91,Rio Sillay (Qda Sillay),Cuenca Carhuapanas,Hydro13,Hydro57,7.4162875900000005
DATEM DEL MARA_ON,CAHUAPANAS,NUEVO CAJAMARCA,1607020028,62,Rio Sillay (Qda Sillay),Cuenca Carhuapanas,Hydro13,Hydro57,7.29293547
DATEM DEL MARA_ON,CAHUAPANAS,PUEBLO CHAYAHUITAS,1607020037,231,Rio Sillay (Qda Sillay),Cuenca Carhuapanas,Hydro13,Hydro57,9.41549631
DATEM DEL MARA_ON,CAHUAPANAS,PUERTO AMERICA,1607020042,39,Rio Sillay (Qda Sillay),Cuenca Carhuapanas,Hydro13,Hydro57,1.71321125
DATEM DEL MARA_ON,CAHUAPANAS,MIRAFLORES,1607020048,23,Rio Sillay (Qda Sillay),Cuenca Carhuapanas,Hydro13,Hydro57,7.53007854
DATEM DEL MARA_ON,CAHUAPANAS,PIJUAYAL,1607020043,53,Rio Sillay (Qda Sillay),Cuenca Carhuapanas,Hydro13,Hydro57,7.73511637
DATEM DEL MARA_ON,MORONA,SAN JUAN,1607040006,255,Rio Morona,Cuenca Morona,Hydro13,Hydro65,0.63021014
DATEM DEL MARA_ON,MORONA,CUSUIMI,1607040018,68,Rio Morona,Cuenca Morona,Hydro13,Hydro65,1.07811969
DATEM DEL MARA_ON,MORONA,SANTA CRUZ,1607040011,47,Rio Morona,Cuenca Morona,Hydro13,Hydro65,0.57083028
DATEM DEL MARA_ON,PASTAZA,NUEVO LIMON,1607050137,26,Rio Chapuli,Cuenca Pastaza,Hydro11,Hydro61,0.90690522
ALTO AMAZONAS,YURIMAGUAS,NUEVO JAEN,1602010092,89,Rio Shanusi,Intercuenca Medio Bajo Huallaga,Hydro10,Hydro62,10.38182445
ALTO AMAZONAS,YURIMAGUAS,ROCA FUERTE,1602010102,204,Rio Shanusi,Intercuenca Medio Bajo Huallaga,Hydro10,Hydro62,14.91929991
ALTO AMAZONAS,YURIMAGUAS,TUPAC AMARU,1602010091,313,Rio Shanusi,Intercuenca Medio Bajo Huallaga,Hydro10,Hydro62,10.76346676
ALTO AMAZONAS,YURIMAGUAS,SAN JUAN DE PUMAYACU,1602010090,210,Rio Shanusi,Intercuenca Medio Bajo Huallaga,Hydro10,Hydro62,10.51879108
ALTO AMAZONAS,YURIMAGUAS,30 DE AGOSTO,1602010088,125,Rio Shanusi,Intercuenca Medio Bajo Huallaga,Hydro10,Hydro62,10.0427115
ALTO AMAZONAS,YURIMAGUAS,CENTRO CHAMBIRA,1602010137,150,Rio Shanusi,Intercuenca Medio Bajo Huallaga,Hydro10,Hydro62,9.99451712
ALTO AMAZONAS,YURIMAGUAS,LAS PALMERAS,1602010105,111,Rio Shanusi,Intercuenca Medio Bajo Huallaga,Hydro10,Hydro62,15.33910348
ALTO AMAZONAS,YURIMAGUAS,SANTA CLARA,1602010106,93,Rio Shanusi,Intercuenca Medio Bajo Huallaga,Hydro10,Hydro62,14.48820724
ALTO AMAZONAS,YURIMAGUAS,SAN JUAN DE PAMPLONA,1602010103,634,Rio Shanusi,Intercuenca Medio Bajo Huallaga,Hydro10,Hydro62,14.60578838
ALTO AMAZONAS,YURIMAGUAS,MARIANO MELGAR,1602010095,108,Rio Shanusi,Intercuenca Medio Bajo Huallaga,Hydro10,Hydro62,13.27568954
ALTO AMAZONAS,YURIMAGUAS,CHAMBIRA - 1,1602010085,46,Rio Shanusi,Intercuenca Medio Bajo Huallaga,Hydro10,Hydro62,10.04586232
ALTO AMAZONAS,YURIMAGUAS,NUEVO SAN MARTIN I,1602010115,35,Rio Shanusi,Intercuenca Medio Bajo Huallaga,Hydro10,Hydro62,12.11897634
ALTO AMAZONAS,YURIMAGUAS,PRIMAVERA,1602010133,98,Rio Huallaga,Intercuenca Bajo Huallga,Hydro10,Hydro53,11.30865897
ALTO AMAZONAS,YURIMAGUAS,CHIRAPA,1602010066,134,Rio Huallaga,Intercuenca Medio Bajo Huallaga,Hydro10,Hydro62,13.056675069999999
ALTO AMAZONAS,YURIMAGUAS,YURIMAGUAS,1602010001,45348,Rio Huallaga,Intercuenca Medio Bajo Huallaga,Hydro10,Hydro62,6.4465343200000005
ALTO AMAZONAS,YURIMAGUAS,PACHACUTEC,1602010132,16,Rio Huallaga,Intercuenca Bajo Huallga,Hydro10,Hydro53,9.10670737
ALTO AMAZONAS,YURIMAGUAS,SAN FERNANDO,1602010045,16,Rio Huallaga,Intercuenca Bajo Huallga,Hydro10,Hydro53,7.63308501
ALTO AMAZONAS,YURIMAGUAS,MICAELA BASTIDAS,1602010077,103,Rio Paranapura,Cuenca Paranapura,Hydro10,Hydro63,14.70516907
ALTO AMAZONAS,YURIMAGUAS,TRANCA YACU,1602010074,308,Rio Paranapura,Cuenca Paranapura,Hydro10,Hydro63,8.43471407
MAYNAS,FERNANDO LORES,EL PORVENIR I ZONA,1601030104,248,Rio Amazonas,Intercuenca 49799,Hydro2,Hydro26,3.50159778
MAYNAS,FERNANDO LORES,SAN JOSE DE OMAGUAS,1601030084,187,Rio Amazonas,Intercuenca 49799,Hydro2,Hydro26,5.28488955
MAYNAS,FERNANDO LORES,SAN SALVADOR DE OMAGUA,1601030068,308,Rio Amazonas,Intercuenca 49799,Hydro2,Hydro26,4.53573771
MAYNAS,FERNANDO LORES,NUEVA PRIMAVERA,1601030073,135,Rio Amazonas,Intercuenca 49799,Hydro2,Hydro26,4.32435638
MAYNAS,FERNANDO LORES,FOMENTO,1601030098,116,Rio Amazonas,Intercuenca 49799,Hydro2,Hydro26,5.0509295
MAYNAS,FERNANDO LORES,YACAPANA I ZONA,1601030083,101,Rio Amazonas,Intercuenca 49799,Hydro2,Hydro26,5.03881331
MAYNAS,FERNANDO LORES,TAPIRA NUEVO I ZONA,1601030080,98,Rio Amazonas,Intercuenca 49799,Hydro2,Hydro21,4.267022369999999
MAYNAS,FERNANDO LORES,CENTRO YAPACANA,1601030087,210,Rio Amazonas,Intercuenca 49799,Hydro2,Hydro26,5.33783028
MAYNAS,FERNANDO LORES,24 DE JUNIO,1601030093,46,Rio Amazonas,Intercuenca 49799,Hydro2,Hydro24,2.66947466
MAYNAS,FERNANDO LORES,NUEVO TRUJILLO,1601030079,76,Rio Amazonas,Intercuenca 49799,Hydro2,Hydro21,4.74064365
MAYNAS,FERNANDO LORES,MANGUA,1601030075,96,Rio Amazonas,Intercuenca 49799,Hydro2,Hydro24,2.51844914
MAYNAS,FERNANDO LORES,NUEVO PROGRESO - MUYUY,1601030026,136,Rio Amazonas,Intercuenca 49797,Hydro2,Hydro21,4.21102525
MAYNAS,FERNANDO LORES,TAPIRA CHICO,1601030056,77,Rio Amazonas,Intercuenca 49799,Hydro2,Hydro21,3.00153486
MAYNAS,FERNANDO LORES,AUGUSTO FREYRE GARCIA,1601120077,134,Rio Amazonas,Intercuenca 49797,Hydro2,Hydro21,5.84365721
MAYNAS,FERNANDO LORES,PANGUANA II ZONA,1601030029,234,Rio Amazonas,Intercuenca 49797,Hydro2,Hydro21,4.21326628
MAYNAS,FERNANDO LORES,SAN FRANCISCO DE ANGAMOS,1601030030,86,Rio Amazonas,Intercuenca 49797,Hydro2,Hydro21,4.32747108
MAYNAS,FERNANDO LORES,UNION-AUCAYO,1601030129,338,Rio Amazonas,Intercuenca 49797,Hydro2,Hydro21,4.93244877
MAYNAS,FERNANDO LORES,TIMAREO I ZONA,1601030002,101,Rio Amazonas,Intercuenca 49797,Hydro2,Hydro21,4.78762984
MAYNAS,FERNANDO LORES,COLLPA,1601030033,52,Rio Amazonas,Intercuenca 49797,Hydro2,Hydro21,4.28239127
MAYNAS,FERNANDO LORES,CENTRO INDUSTRIAL,1601030137,293,Rio Amazonas,Intercuenca 49797,Hydro2,Hydro21,5.75372958
