province,district,village,ccpp_id,population,river_name,hydro_name_ana,hydro_name_l6,hydro_name_l7,adef
LORETO,TIGRE,LIBERTAD,1603030025,507,Rio Tigre,Cuenca Tigre,Hydro7,Hydro40,3.73445737
LORETO,TIGRE,CRISTO REY,1603030037,75,Rio Tigre,Cuenca Tigre,Hydro7,Hydro40,1.12627217
LORETO,URARINAS,SANTA CARMELA,1603050033,89,Rio Pacayacu,Intercuenca Medio Bajo Marañón,Hydro6,Hydro41,1.1370767800000001
LORETO,TROMPETEROS,NUEVO SAN MARTIN,1603040028,95,Rio Corrientes,Cuenca Tigre,Hydro7,Hydro46,3.05819687
LORETO,TROMPETEROS,CUCHARA,1603040027,168,Rio Corrientes,Cuenca Tigre,Hydro7,Hydro46,1.37245173
LORETO,TROMPETEROS,LAS PALMERAS,1603040026,61,Rio Corrientes,Cuenca Tigre,Hydro7,Hydro46,2.2107482099999998
LORETO,TIGRE,BELEN,1603030021,218,Rio Tigre,Cuenca Tigre,Hydro7,Hydro45,1.74064327
LORETO,URARINAS,TUCUNARE,1603050088,21,Rio Pacayacu,Intercuenca Medio Bajo Marañón,Hydro6,Hydro41,0.84589933
LORETO,URARINAS,28 DE JULIO,1603050021,55,Rio Chambira,Intercuenca Medio Bajo Marañón,Hydro6,Hydro41,0.46381216000000003
LORETO,URARINAS,PIONERO,1603050016,69,Rio Chambira,Intercuenca Medio Bajo Marañón,Hydro6,Hydro41,1.4821991700000001
LORETO,TROMPETEROS,SAN CARLOS,1603040030,176,Rio Corrientes,Cuenca Tigre,Hydro7,Hydro46,2.6610847300000002
MAYNAS,"NAPO",PUERTO ALEGRE,1601070046,152,Rio Napo,Cuenca Napo,Hydro4,Hydro23,4.30436095
MAYNAS,"NAPO",PUCA BARRANCA,1601070051,208,Rio Napo,Cuenca Napo,Hydro4,Hydro23,2.41599195
MAYNAS,"NAPO",CRUZ DE PLATA,1601070053,126,Rio Napo,Cuenca Napo,Hydro4,Hydro23,1.7811768399999999
MAYNAS,"NAPO",NUEVA ARGELIA,1601070052,70,Rio Napo,Cuenca Napo,Hydro4,Hydro23,1.38892345
MAYNAS,"NAPO",NUEVO SAN JOSE,1601070037,91,Rio Napo,Cuenca Napo,Hydro4,Hydro23,5.41467006
MAYNAS,"NAPO",FORTALEZA,1601070039,175,Rio Napo,Cuenca Napo,Hydro4,Hydro23,4.46831053
MAYNAS,"NAPO",SAN LORENZO,1601070041,200,Rio Napo,Cuenca Napo,Hydro4,Hydro23,3.34965429
MAYNAS,"NAPO",SAN JUAN DE YANAYACU,1601070044,101,Rio Napo,Cuenca Napo,Hydro4,Hydro23,2.91606923
PUTUMAYO,TENIENTE MANUEL CLAVERO,NUEVA JERUSALEN,1601140027,61,Rio Putumayo,Cuenca Putumayo,Hydro12,Hydro72,1.04595587
PUTUMAYO,TENIENTE MANUEL CLAVERO,YABUYANOS,1601140035,51,Rio Putumayo,Cuenca Putumayo,Hydro12,Hydro72,0.65334191
PUTUMAYO,TENIENTE MANUEL CLAVERO,COLINAS,1601140037,44,Rio Putumayo,Cuenca Putumayo,Hydro12,Hydro72,0.39754245
PUTUMAYO,TENIENTE MANUEL CLAVERO,NUEVA ESPERANZA,1601140026,168,Rio Putumayo,Cuenca Putumayo,Hydro12,Hydro72,2.9458551600000003
PUTUMAYO,TENIENTE MANUEL CLAVERO,PUERTO VELIZ,1601140015,96,Rio Putumayo,Cuenca Putumayo,Hydro12,Hydro72,1.65998453
PUTUMAYO,TENIENTE MANUEL CLAVERO,PUERTO ARGELIA,1601140017,74,Rio Putumayo,Cuenca Putumayo,Hydro12,Hydro72,2.38897966
PUTUMAYO,TENIENTE MANUEL CLAVERO,SANTA RITA,1601140021,71,Rio Yubineto,Cuenca Putumayo,Hydro12,Hydro72,0.9808255300000001
MAYNAS,"NAPO",DIAMANTE AZUL,1601070033,319,Rio Napo,Cuenca Napo,Hydro4,Hydro23,2.23182661
MAYNAS,"NAPO",NUEVO LIBERTADOR,1601070013,68,Rio Tamboryacu (Tambu Yacu),Cuenca Napo,Hydro4,Hydro23,1.4128261
MAYNAS,"NAPO",NUEVA ANTIOQUIA,1601070068,106,Rio Napo,Cuenca Napo,Hydro4,Hydro23,1.66407473
MAYNAS,"NAPO",NUEVA UNION,1601070069,58,Rio Napo,Cuenca Napo,Hydro4,Hydro23,1.37079564
MAYNAS,"NAPO",NUEVA LIBERTAD,1601070074,87,Rio Napo,Cuenca Napo,Hydro4,Hydro23,2.579502
MAYNAS,"NAPO",TUTA TIPISHCO,1601070073,287,Rio Napo,Cuenca Napo,Hydro4,Hydro23,2.2125787199999998
MAYNAS,"NAPO",SAN FELIPE,1601070063,230,Rio Napo,Cuenca Napo,Hydro4,Hydro23,1.89273629
MAYNAS,"NAPO",PALETA,1601070064,131,Rio Napo,Cuenca Napo,Hydro4,Hydro23,3.80517551
MAYNAS,"NAPO",NEGRO URCO,1601070066,263,Rio Napo,Cuenca Napo,Hydro4,Hydro23,4.33814466
MAYNAS,"NAPO",LIBERTAD DE CURARAY,1601070067,292,Rio Napo,Cuenca Napo,Hydro4,Hydro23,1.59422317
MAYNAS,"NAPO",SANTA ROSA,1601070058,39,Rio Napo,Cuenca Napo,Hydro4,Hydro23,3.11418326
MAYNAS,"NAPO",SANTA TERESA,1601070057,205,Rio Napo,Cuenca Napo,Hydro4,Hydro23,3.6080598
MAYNAS,"NAPO",SANTA MARIA DE LORETO,1601070056,185,Rio Napo,Cuenca Napo,Hydro4,Hydro23,3.98184167
MAYNAS,"NAPO",VENCEDORES DE VISTA ALEGR,1601070076,80,Rio Napo,Cuenca Napo,Hydro4,Hydro23,1.6034716900000001
MAYNAS,BELEN,SAN ANTONIO DE GALLITO,1601120035,155,Rio Amazonas,Intercuenca 49797,Hydro2,Hydro21,4.6030817299999995
MAYNAS,BELEN,PROGRESO,1601120017,374,Rio Amazonas,Cuenca Itaya,Hydro2,Hydro21,2.96348952
MAYNAS,BELEN,ISLA IQUITOS,1601120011,531,Rio Amazonas,Cuenca Itaya,Hydro2,Hydro21,2.14169075
MAYNAS,BELEN,SAN JUAN DE HUASHALADO,1601120013,121,Rio Amazonas,Intercuenca 49793,Hydro2,Hydro16,3.62045225
PUTUMAYO,TENIENTE MANUEL CLAVERO,PUERTO LUPITA,1601140008,139,Rio Putumayo,Cuenca Putumayo,Hydro12,Hydro72,3.48338905
PUTUMAYO,TENIENTE MANUEL CLAVERO,SANTA TERESITA,1601140013,121,Rio Penellala,Cuenca Putumayo,Hydro12,Hydro72,2.74148499
MAYNAS,SAN JUAN BAUTISTA,NUEVO PIURA,1601130053,3,Rio Itaya,Cuenca Itaya,Hydro2,Hydro27,4.17070395
MAYNAS,BELEN,CABO LOPEZ,1601120052,576,Rio Itaya,Cuenca Itaya,Hydro2,Hydro21,2.01311243
MAYNAS,BELEN,5 DE DICIEMBRE,1601120076,43,Rio Itaya,Cuenca Itaya,Hydro2,Hydro21,4.59777054
PUTUMAYO,PUTUMAYO,BETANIA,1601090039,15,Rio Putumayo,Cuenca Putumayo,Hydro12,Hydro2,0.40259728
PUTUMAYO,PUTUMAYO,CURINGA,1601090042,58,Rio Putumayo,Cuenca Putumayo,Hydro12,Hydro2,0.08841489
PUTUMAYO,PUTUMAYO,PUERTO NUEVO,1601090043,54,Rio Putumayo,Cuenca Putumayo,Hydro12,Hydro2,0.31776574
PUTUMAYO,PUTUMAYO,SAN PEDRO,1601090030,45,Rio Putumayo,Cuenca Putumayo,Hydro12,Hydro15,0.49079362
PUTUMAYO,PUTUMAYO,SIETE DE AGOSTO,1601090034,29,Rio Putumayo,Cuenca Putumayo,Hydro12,Hydro11,0.18474771
PUTUMAYO,PUTUMAYO,BOBONA,1601090035,22,Rio Putumayo,Cuenca Putumayo,Hydro12,Hydro2,0.59592321
PUTUMAYO,PUTUMAYO,PUERTO ALEGRE,1601090012,20,Rio Putumayo,Cuenca Putumayo,Hydro12,Hydro15,0.77882834
PUTUMAYO,PUTUMAYO,SAN PABLO DE TOTOYA,1601090022,32,Rio Algodon,Cuenca Putumayo,Hydro12,Hydro14,0.23737705
PUTUMAYO,PUTUMAYO,NUEVO PORVENIR,1601090025,81,Rio Putumayo,Cuenca Putumayo,Hydro12,Hydro15,0.44543657999999997
PUTUMAYO,PUTUMAYO,PUERTO MILAGROS,1601090028,44,Rio Putumayo,Cuenca Putumayo,Hydro12,Hydro15,0.93072029
PUTUMAYO,PUTUMAYO,SANTA LUCIA,1601090014,27,Rio Putumayo,Cuenca Putumayo,Hydro12,Hydro15,1.17388814
PUTUMAYO,PUTUMAYO,FLOR DE AGOSTO,1601090015,77,Rio Putumayo,Cuenca Putumayo,Hydro12,Hydro15,1.09918102
MAYNAS,BELEN,LUPUNA II ZONA,1601120024,28,Rio Amazonas,Intercuenca 49797,Hydro2,Hydro21,5.23269679
MAYNAS,BELEN,SANTA MARIA DE FATIMA,1601120003,289,Rio Amazonas,Intercuenca 49793,Hydro2,Hydro16,4.92120442
MAYNAS,BELEN,CABO PANTOJA,1601120005,108,Rio Amazonas,Intercuenca 49795,Hydro2,Hydro16,3.7776712
MAYNAS,BELEN,CANTA GALLO,1601120064,223,Rio Amazonas,Intercuenca 49797,Hydro2,Hydro21,4.97412969
MAYNAS,BELEN,SANTA ANA DE MUYUY,1601120065,133,Rio Amazonas,Intercuenca 49797,Hydro2,Hydro21,4.8776657199999995
MAYNAS,BELEN,CA_AVERAL,1601120027,142,Rio Amazonas,Intercuenca 49797,Hydro2,Hydro21,5.4297387
PUTUMAYO,PUTUMAYO,NUEVO PERU,1601090066,63,Rio Putumayo,Cuenca Putumayo,Hydro12,Hydro15,0.31566888
PUTUMAYO,PUTUMAYO,REMANSO,1601090080,199,Rio Putumayo,Cuenca Putumayo,Hydro12,Hydro2,0.74656831
PUTUMAYO,PUTUMAYO,MIRAFLORES,1601090093,14,Rio Putumayo,Cuenca Putumayo,Hydro12,Hydro15,2.55480829
PUTUMAYO,PUTUMAYO,HUAPAPA,1601090046,213,Qda Luciano,Cuenca Putumayo,Hydro12,Hydro2,0.27382771
PUTUMAYO,PUTUMAYO,TRES ESQUINAS,1601090045,31,Rio Putumayo,Cuenca Putumayo,Hydro12,Hydro2,0.54151604
PUTUMAYO,PUTUMAYO,PRIMAVERA,1601090047,105,Rio Putumayo,Cuenca Putumayo,Hydro12,Hydro2,0.30405962
PUTUMAYO,PUTUMAYO,SANTA ROSA DE CAUCHILLO,1601090048,68,Rio Yaguas (Yahuillo),Cuenca Putumayo,Hydro12,Hydro1,0.82660335
MAYNAS,PUNCHANA,NUEVO SAN MARTIN,1601080018,4,Rio Amazonas,Intercuenca 49793,Hydro2,Hydro16,6.44099159
MAYNAS,PUNCHANA,NUEVA YORK,1601080003,108,Rio Momon,Cuenca Nanay,Hydro2,Hydro20,1.9211842
MAYNAS,PUNCHANA,EL MILAGRO,1601080038,72,Rio Nanay,Cuenca Nanay,Hydro2,Hydro20,10.50519011
PUTUMAYO,PUTUMAYO,SANTA MERCEDES,1601090003,308,Rio Putumayo,Cuenca Putumayo,Hydro12,Hydro72,0.92908996
PUTUMAYO,PUTUMAYO,NUEVO VENECIA,1601090008,41,Rio Putumayo,Cuenca Putumayo,Hydro12,Hydro15,0.41272771
PUTUMAYO,PUTUMAYO,PUERTO LIMON,1601090009,26,Rio Putumayo,Cuenca Putumayo,Hydro12,Hydro15,1.09554597
MAYNAS,PUNCHANA,PORVENIR,1601080050,106,Rio Momon,Cuenca Nanay,Hydro2,Hydro20,7.95401709
MAYNAS,PUNCHANA,LUPUNILLO,1601080054,97,Rio Nanay,Cuenca Nanay,Hydro2,Hydro20,7.06762493
MAYNAS,PUNCHANA,BARRIO ANTONIO SCAVINO,1601080042,87,Rio Nanay,Cuenca Nanay,Hydro2,Hydro16,10.62074775
MAYNAS,PUNCHANA,SAN FERNANDO,1601080044,112,Rio Nanay,Cuenca Nanay,Hydro2,Hydro20,6.50200056
MAYNAS,MAZAN,SANTA ROSA,1601060020,172,Rio Napo,Cuenca Napo,Hydro4,Hydro13,5.32330454
MAYNAS,MAZAN,CENTRO UNIDO,1601060028,128,Rio Napo,Cuenca Napo,Hydro4,Hydro13,3.96830744
MAYNAS,MAZAN,NUEVO HORIZONTE,1601060036,61,Rio Napo,Cuenca Napo,Hydro4,Hydro13,2.68494187
MAYNAS,MAZAN,NUEVO TRIUNFO,1601060007,36,Rio Napo,Cuenca Napo,Hydro4,Hydro23,3.00128182
MAYNAS,MAZAN,SARA ISLA,1601060010,203,Rio Napo,Cuenca Napo,Hydro4,Hydro23,4.76505093
MAYNAS,MAZAN,SAN JUAN DE FLORESTA,1601060013,96,Rio Napo,Cuenca Napo,Hydro4,Hydro13,2.6990271
MAYNAS,MAZAN,PUNTA ARENA,1601060048,21,Rio Napo,Cuenca Napo,Hydro4,Hydro13,8.9511576
MAYNAS,MAZAN,ISRAEL,1601060051,39,Rio Napo,Cuenca Napo,Hydro4,Hydro13,7.86423038
MAYNAS,MAZAN,PUERTO ABEJA,1601060004,110,Rio Napo,Cuenca Napo,Hydro4,Hydro23,2.43590133
MAYNAS,MAZAN,22 DE NOVIEMBRE,1601060019,57,Rio Napo,Cuenca Napo,Hydro4,Hydro13,5.26555642
MAYNAS,MAZAN,CHISPA DE ORO,1601060038,47,Rio Napo,Cuenca Napo,Hydro4,Hydro13,1.53604387
MAYNAS,MAZAN,BUENA VISTA,1601060063,34,Rio Napo,Cuenca Napo,Hydro4,Hydro13,6.84887036
MAYNAS,MAZAN,SE_OR DE LOS MILAGROS,1601060064,98,Rio Napo,Cuenca Napo,Hydro4,Hydro13,9.76707894
MAYNAS,MAZAN,SAN ANTONIO DE ZAMBRANO,1601060050,100,Rio Napo,Cuenca Napo,Hydro4,Hydro13,5.22577016
MAYNAS,MAZAN,NUEVO VARADERILLO,1601060061,43,Rio Napo,Cuenca Napo,Hydro4,Hydro13,7.91776045
MAYNAS,MAZAN,PINTU LLACTA,1601060058,63,Rio Napo,Cuenca Napo,Hydro4,Hydro13,5.52263652
MAYNAS,MAZAN,AUCA POZA,1601060042,75,Rio Napo,Cuenca Napo,Hydro4,Hydro23,3.60059482
MAYNAS,MAZAN,JOSE ABELARDO QUI_ONEZ,1601060046,41,Rio Napo,Cuenca Napo,Hydro4,Hydro13,4.65131942
MAYNAS,MAZAN,FLOR DE AGOSTO,1601060045,93,Rio Napo,Cuenca Napo,Hydro4,Hydro23,2.59782599
MAYNAS,LAS AMAZONAS,ISLANDIA,1601050040,260,Rio Amazonas,Intercuenca 4977,Hydro15,Hydro9,4.3415896400000005
MAYNAS,LAS AMAZONAS,SAN PEDRO DE MARUPA,1601050032,96,Rio Amazonas,Intercuenca 4977,Hydro15,Hydro9,2.94875436
MAYNAS,LAS AMAZONAS,SAN GREGORIO,1601050038,76,Rio Amazonas,Intercuenca 4977,Hydro15,Hydro9,2.38665003
MAYNAS,LAS AMAZONAS,SANTA ROSA DE ATUN CA_O,1601050026,61,Rio Amazonas,Intercuenca 4977,Hydro15,Hydro9,1.80348094
MAYNAS,LAS AMAZONAS,NUEVO TACNA,1601050033,96,Rio Amazonas,Intercuenca 4977,Hydro15,Hydro9,4.4100029
MAYNAS,LAS AMAZONAS,SAPO PLAYA,1601050019,233,Rio Amazonas,Intercuenca 49791,Hydro2,Hydro12,2.8426586
MAYNAS,LAS AMAZONAS,NUEVO SAN JOSE,1601050071,31,Rio Amazonas,Intercuenca 4977,Hydro15,Hydro9,3.42008233
MAYNAS,LAS AMAZONAS,SAN ALEJANDRO,1601050004,173,Rio Napo,Cuenca Napo,Hydro4,Hydro13,1.01434778
MAYNAS,LAS AMAZONAS,CANAL PINTO,1601050018,229,Rio Amazonas,Intercuenca 49791,Hydro4,Hydro13,3.95519184
MAYNAS,MAZAN,NU_EZ COCHA,1601060031,262,Rio Napo,Cuenca Napo,Hydro4,Hydro13,2.53212134
MAYNAS,MAZAN,PETRONA ISLA,1601060052,124,Rio Napo,Cuenca Napo,Hydro4,Hydro13,8.90779167
MAYNAS,MAZAN,SANTA LUCIA,1601060017,81,Rio Napo,Cuenca Napo,Hydro4,Hydro13,4.76667034
MAYNAS,LAS AMAZONAS,SANTA URSULA DE OROZA,1601050065,175,Rio Orosa,Intercuenca 4977,Hydro15,Hydro73,2.02778971
MAYNAS,MAZAN,28 DE OCTUBRE,1601060039,59,Rio Napo,Cuenca Napo,Hydro4,Hydro13,1.50394762
MAYNAS,MAZAN,CENTRO UNION PARAISO,1601060059,111,Rio Napo,Cuenca Napo,Hydro4,Hydro13,8.4526578
MAYNAS,MAZAN,LEON ISLA,1601060025,85,Rio Napo,Cuenca Napo,Hydro4,Hydro13,2.50223348
MAYNAS,LAS AMAZONAS,MIRAFLORES,1601050050,72,Rio Amazonas,Intercuenca 4977,Hydro15,Hydro73,2.74484415
MAYNAS,LAS AMAZONAS,SAN PEDRO DE OROZA,1601050049,125,Rio Orosa,Intercuenca 4977,Hydro15,Hydro73,4.3993771200000005
MAYNAS,LAS AMAZONAS,AYZANA,1601050027,87,Rio Amazonas,Intercuenca 4977,Hydro15,Hydro9,6.34892897
MAYNAS,LAS AMAZONAS,SAN JOSE DE TOPAL,1601050066,47,Rio Yanashi,Intercuenca 4977,Hydro15,Hydro9,1.61246608
MAYNAS,LAS AMAZONAS,SANTO TOMAS,1601050061,99,Rio Orosa,Intercuenca 4977,Hydro15,Hydro73,3.69426276
MAYNAS,LAS AMAZONAS,SANTA ROSA DE OROZA,1601050060,141,Rio Orosa,Intercuenca 4977,Hydro15,Hydro73,4.290515500000001
MAYNAS,INDIANA,TIMICURILLO I - ZONA,1601040030,285,Rio Amazonas,Intercuenca 49793,Hydro2,Hydro16,10.64839615
MAYNAS,INDIANA,TIMICURO GRANDE,1601040035,205,Rio Amazonas,Intercuenca 49793,Hydro2,Hydro16,1.9917410800000002
MAYNAS,INDIANA,LAS PALMAS,1601040034,125,Rio Amazonas,Intercuenca 49793,Hydro2,Hydro16,1.71917572
MAYNAS,INDIANA,CATALAN - URCO,1601040025,134,Qda Vainilla,Intercuenca 49791,Hydro15,Hydro9,1.54250727
MAYNAS,INDIANA,PALMERAS II - ZONA,1601040002,190,Rio Amazonas,Intercuenca 49793,Hydro2,Hydro12,3.18146282
MAYNAS,INDIANA,SANTA ROSA,1601040010,185,Rio Amazonas,Intercuenca 49793,Hydro2,Hydro16,6.04901661
MAYNAS,INDIANA,SAN PEDRO DEL MANITI,1601040011,184,Rio Amazonas,Intercuenca 49793,Hydro2,Hydro16,4.39845423
MAYNAS,INDIANA,PUERTO RICO,1601040013,140,Qda Vainilla,Intercuenca 49791,Hydro15,Hydro9,7.06595459
MAYNAS,INDIANA,LIBERTAD - VAINILLA,1601040022,321,Rio Amazonas,Intercuenca 49791,Hydro2,Hydro12,6.26065131
MAYNAS,FERNANDO LORES,SAN LORENZO DE MUYUY,1601030009,132,Rio Amazonas,Intercuenca 49797,Hydro2,Hydro21,3.8321599099999997
MAYNAS,LAS AMAZONAS,AGUAS NEGRAS,1601050010,5,Rio Napo,Cuenca Napo,Hydro4,Hydro13,3.29319637
MAYNAS,LAS AMAZONAS,SANTA MARTHA,1601050020,100,Rio Amazonas,Intercuenca 49791,Hydro2,Hydro12,3.25438977
MAYNAS,LAS AMAZONAS,IRLANDA,1601050016,124,Rio Napo,Cuenca Napo,Hydro4,Hydro13,3.8422566099999997
MAYNAS,LAS AMAZONAS,YAGUAS DEL TIPISHCA,1601050042,62,Rio Amazonas,Intercuenca 4977,Hydro15,Hydro9,5.93514206
MAYNAS,LAS AMAZONAS,PUERTO LIBRE,1601050036,79,Rio Amazonas,Intercuenca 4977,Hydro15,Hydro9,5.87692134
MAYNAS,INDIANA,YANAMONO,1601040004,191,Rio Amazonas,Intercuenca 49793,Hydro2,Hydro16,3.97424381
MAYNAS,INDIANA,NUEVO SAN JUAN DEL AMAZON,1601040008,119,Rio Amazonas,Intercuenca 49793,Hydro2,Hydro16,5.54324496
MAYNAS,INDIANA,NUEVO UCHIZA,1601040020,97,Rio Amazonas,Intercuenca 49793,Hydro2,Hydro16,5.83626716
MAYNAS,INDIANA,MANCO CAPAC,1601040024,265,Rio Amazonas,Intercuenca 49793,Hydro2,Hydro16,4.2421398
MAYNAS,INDIANA,SAN LUIS,1601040019,203,Rio Amazonas,Intercuenca 49793,Hydro2,Hydro16,9.25234094
MAYNAS,INDIANA,SANTA ISABEL,1601040005,204,Rio Amazonas,Intercuenca 49793,Hydro2,Hydro16,5.36044298
MAYNAS,FERNANDO LORES,NUEVO TRIUNFO,1601030064,96,Rio Tahuayo,Cuenca Tahuayo,Hydro2,Hydro21,4.75454425
MAYNAS,FERNANDO LORES,SANTA ROSA DE SHATO,1601030040,48,Rio Tamshiyacu,Intercuenca 49797,Hydro2,Hydro21,4.02610062
MARISCAL RAMON CASTILLA,PEBAS,NUEVO PARAISO,1604020057,30,Rio Amazonas,Intercuenca 4977,Hydro15,Hydro5,7.29669311
MAYNAS,FERNANDO LORES,SANTA CRUZ,1601030085,114,Rio Tahuayo,Cuenca Tahuayo,Hydro2,Hydro25,4.76636299
MARISCAL RAMON CASTILLA,PEBAS,SHISHITA,1604020069,153,Rio Amazonas,Intercuenca 4977,Hydro15,Hydro5,5.23967615
MARISCAL RAMON CASTILLA,PEBAS,ANCON COLONIA,1604020003,54,Rio Sumon,Intercuenca 4977,Hydro15,Hydro7,1.75057394
MAYNAS,FERNANDO LORES,YANAYACU,1601030014,159,Rio Amazonas,Intercuenca 49797,Hydro2,Hydro21,5.26679694
MAYNAS,FERNANDO LORES,18 DE FEBRERO,1601030032,48,Rio Amazonas,Intercuenca 49797,Hydro2,Hydro21,3.54593318
MAYNAS,FERNANDO LORES,FLOR DEL ORIENTE,1601030036,38,Rio Amazonas,Intercuenca 49797,Hydro2,Hydro21,3.7041632399999997
MAYNAS,FERNANDO LORES,PUERTO INCA,1601030051,84,Rio Tamshiyacu,Intercuenca 49797,Hydro2,Hydro21,3.54054988
MAYNAS,FERNANDO LORES,SAN JOSE DEL AMAZONAS,1601030107,55,Rio Amazonas,Intercuenca 49799,Hydro2,Hydro26,3.2279923
MAYNAS,FERNANDO LORES,VILLA ASIS,1601030011,144,Rio Amazonas,Intercuenca 49797,Hydro2,Hydro21,4.78521134
MAYNAS,FERNANDO LORES,PIHUICHO ISLA,1601030024,131,Rio Amazonas,Intercuenca 49797,Hydro2,Hydro21,4.33952873
MAYNAS,FERNANDO LORES,GRAN PERU,1601030028,243,Rio Amazonas,Intercuenca 49797,Hydro2,Hydro21,4.39181935
MAYNAS,FERNANDO LORES,SAN FELIPE,1601030037,91,Rio Amazonas,Intercuenca 49797,Hydro2,Hydro21,6.07147884
MAYNAS,FERNANDO LORES,BUENAS NUEVAS,1601030046,50,Rio Amazonas,Intercuenca 49799,Hydro2,Hydro21,3.9080383100000002
LORETO,TROMPETEROS,SAN JORGE,1603040029,18,Rio Corrientes,Cuenca Tigre,Hydro7,Hydro46,3.21012363
LORETO,TROMPETEROS,SAN JOSE DE PORVENIR,1603040032,60,Rio Corrientes,Cuenca Tigre,Hydro7,Hydro46,1.18957741
LORETO,TROMPETEROS,COPAL,1603040020,106,Rio Corrientes,Cuenca Tigre,Hydro7,Hydro46,1.42698364
LORETO,TROMPETEROS,NUEVO PORVENIR,1603040022,73,Rio Corrientes,Cuenca Tigre,Hydro7,Hydro46,1.51732165
LORETO,TROMPETEROS,SAN JUAN DE TROMPETEROS,1603040024,209,Rio Corrientes,Cuenca Tigre,Hydro7,Hydro46,3.95975751
LORETO,TROMPETEROS,SAN CRISTOBAL,1603040034,19,Rio Corrientes,Cuenca Tigre,Hydro7,Hydro46,4.01221861
LORETO,TROMPETEROS,SANTA ELENA,1603040023,186,Rio Corrientes,Cuenca Tigre,Hydro7,Hydro46,3.92131368
LORETO,TROMPETEROS,SANTA ISABEL DE COPAL,1603040019,146,Rio Copalyacu,Cuenca Tigre,Hydro7,Hydro46,1.1413099
LORETO,TROMPETEROS,PERUANITO,1603040017,75,Rio Corrientes,Cuenca Tigre,Hydro7,Hydro46,2.07647761
LORETO,TROMPETEROS,SION,1603040011,34,Rio Plantanoyacu,Cuenca Tigre,Hydro7,Hydro46,3.70190357
LORETO,TIGRE,NUEVO RETIRO,1603030047,69,Rio Tigre,Cuenca Tigre,Hydro7,Hydro40,3.39642737
LORETO,TROMPETEROS,JOSE OLAYA,1603040002,127,Rio Corrientes,Cuenca Tigre,Hydro7,Hydro46,2.22135675
LORETO,URARINAS,CHANCHAMAYO,1603050074,104,Rio Marañon,Intercuenca Medio Bajo Marañón,Hydro6,Hydro49,3.31825319
LORETO,TROMPETEROS,PIJUAYAL,1603040008,61,Rio Corrientes,Cuenca Tigre,Hydro7,Hydro46,1.62437171
LORETO,TROMPETEROS,PAMPA HERMOSA,1603040007,355,Rio Corrientes,Cuenca Tigre,Hydro7,Hydro46,6.7019875
LORETO,TROMPETEROS,SAUKI,1603040006,84,Rio Macusari,Cuenca Tigre,Hydro7,Hydro46,6.69712715
LORETO,TROMPETEROS,SAN JOSE DE NUEVA ESPERAN,1603040013,124,Rio Corrientes,Cuenca Tigre,Hydro7,Hydro46,1.4425584200000001
LORETO,TROMPETEROS,SANTA ROSA,1603040010,108,Rio Corrientes,Cuenca Tigre,Hydro7,Hydro46,0.92068352
LORETO,TROMPETEROS,BELEN DE PLANTANAYACU,1603040012,114,Rio Plantanoyacu,Cuenca Tigre,Hydro7,Hydro46,3.76286897
LORETO,TROMPETEROS,NUEVA VALENCIA,1603040009,80,Rio Corrientes,Cuenca Tigre,Hydro7,Hydro46,1.90337435
LORETO,TROMPETEROS,NVA. VIDA,1603040018,32,Rio Corrientes,Cuenca Tigre,Hydro7,Hydro46,1.02233962
LORETO,TROMPETEROS,DOS DE MAYO,1603040015,32,Rio Corrientes,Cuenca Tigre,Hydro7,Hydro46,0.61767503
LORETO,TROMPETEROS,SAN RAMON,1603040014,34,Rio Corrientes,Cuenca Tigre,Hydro7,Hydro46,0.75758026
LORETO,TIGRE,SAN JUAN DE PAVAYACU,1603030018,423,Rio Pavayacu,Cuenca Tigre,Hydro7,Hydro45,4.61670408
LORETO,TIGRE,NUEVA JERUSALEN,1603030016,68,Rio Tigre,Cuenca Tigre,Hydro7,Hydro45,1.8888694
LORETO,TIGRE,SANTA ELENA,1603030017,199,Rio Tigre,Cuenca Tigre,Hydro7,Hydro45,1.17847489
LORETO,PARINARI,MUNDIAL,1603020020,201,Rio Marañon,Intercuenca Medio Bajo Marañón,Hydro6,Hydro38,5.51104278
LORETO,PARINARI,PTO. AUXILIO,1603020012,95,Rio Marañon,Intercuenca Medio Bajo Marañón,Hydro6,Hydro38,8.19586164
LORETO,PARINARI,SANTA ISABEL DE YUMBATURO,1603020007,194,Rio Marañon,Intercuenca Medio Bajo Marañón,Hydro6,Hydro38,5.08822209
LORETO,"NAUTA",AMAZONAS,1603010100,300,Rio Marañon,Intercuenca Bajo Marañón,Hydro5,Hydro29,3.83476188
LORETO,PARINARI,NUEVA FORTUNA,1603020022,359,Rio Marañon,Intercuenca Medio Bajo Marañón,Hydro6,Hydro32,5.60002758
LORETO,PARINARI,NVO. SAN JUAN,1603020019,165,Rio Marañon,Intercuenca Medio Bajo Marañón,Hydro6,Hydro38,6.8851575
ALTO AMAZONAS,SANTA CRUZ,NUEVO TRIUNFO,1602100029,146,Rio Shishinahua,Intercuenca Bajo Huallga,Hydro10,Hydro53,3.64820681
ALTO AMAZONAS,SANTA CRUZ,NUEVA ESPERANZA,1602100026,53,Rio Shishinahua,Intercuenca Bajo Huallga,Hydro10,Hydro53,6.22810636
